Date,Country,Geo,Term,Interest
2007-07-01,Italy,IT,aumento stipendio + aumento di stipendio,20.32
2007-08-01,Italy,IT,aumento stipendio + aumento di stipendio,22.46
2007-09-01,Italy,IT,aumento stipendio + aumento di stipendio,23.52
2007-10-01,Italy,IT,aumento stipendio + aumento di stipendio,24.04
2007-11-01,Italy,IT,aumento stipendio + aumento di stipendio,24.9
2007-12-01,Italy,IT,aumento stipendio + aumento di stipendio,27.08
2008-01-01,Italy,IT,aumento stipendio + aumento di stipendio,29.82
2008-02-01,Italy,IT,aumento stipendio + aumento di stipendio,31.23
2008-03-01,Italy,IT,aumento stipendio + aumento di stipendio,31.05
2008-04-01,Italy,IT,aumento stipendio + aumento di stipendio,30.17
2008-05-01,Italy,IT,aumento stipendio + aumento di stipendio,29.31
2008-06-01,Italy,IT,aumento stipendio + aumento di stipendio,28.6
2008-07-01,Italy,IT,aumento stipendio + aumento di stipendio,27.19
2008-08-01,Italy,IT,aumento stipendio + aumento di stipendio,25.21
2008-09-01,Italy,IT,aumento stipendio + aumento di stipendio,24.04
2008-10-01,Italy,IT,aumento stipendio + aumento di stipendio,23.57
2008-11-01,Italy,IT,aumento stipendio + aumento di stipendio,23.03
2008-12-01,Italy,IT,aumento stipendio + aumento di stipendio,21.54
2009-01-01,Italy,IT,aumento stipendio + aumento di stipendio,19.44
2009-02-01,Italy,IT,aumento stipendio + aumento di stipendio,18.16
2009-03-01,Italy,IT,aumento stipendio + aumento di stipendio,17.56
2009-04-01,Italy,IT,aumento stipendio + aumento di stipendio,16.95
2009-05-01,Italy,IT,aumento stipendio + aumento di stipendio,16.3
2009-06-01,Italy,IT,aumento stipendio + aumento di stipendio,15.45
2009-07-01,Italy,IT,aumento stipendio + aumento di stipendio,14.94
2009-08-01,Italy,IT,aumento stipendio + aumento di stipendio,15.1
2009-09-01,Italy,IT,aumento stipendio + aumento di stipendio,15.11
2009-10-01,Italy,IT,aumento stipendio + aumento di stipendio,14.79
2009-11-01,Italy,IT,aumento stipendio + aumento di stipendio,14.36
2009-12-01,Italy,IT,aumento stipendio + aumento di stipendio,14.06
2010-01-01,Italy,IT,aumento stipendio + aumento di stipendio,14.08
2010-02-01,Italy,IT,aumento stipendio + aumento di stipendio,13.99
2010-03-01,Italy,IT,aumento stipendio + aumento di stipendio,13.81
2010-04-01,Italy,IT,aumento stipendio + aumento di stipendio,14.02
2010-05-01,Italy,IT,aumento stipendio + aumento di stipendio,14.43
2010-06-01,Italy,IT,aumento stipendio + aumento di stipendio,14.79
2010-07-01,Italy,IT,aumento stipendio + aumento di stipendio,14.83
2010-08-01,Italy,IT,aumento stipendio + aumento di stipendio,14.48
2010-09-01,Italy,IT,aumento stipendio + aumento di stipendio,14.19
2010-10-01,Italy,IT,aumento stipendio + aumento di stipendio,14.07
2010-11-01,Italy,IT,aumento stipendio + aumento di stipendio,13.89
2010-12-01,Italy,IT,aumento stipendio + aumento di stipendio,13.61
2011-01-01,Italy,IT,aumento stipendio + aumento di stipendio,13.55
2011-02-01,Italy,IT,aumento stipendio + aumento di stipendio,13.94
2011-03-01,Italy,IT,aumento stipendio + aumento di stipendio,14.36
2011-04-01,Italy,IT,aumento stipendio + aumento di stipendio,14.35
2011-05-01,Italy,IT,aumento stipendio + aumento di stipendio,14.3
2011-06-01,Italy,IT,aumento stipendio + aumento di stipendio,14.71
2011-07-01,Italy,IT,aumento stipendio + aumento di stipendio,15.48
2011-08-01,Italy,IT,aumento stipendio + aumento di stipendio,16.4
2011-09-01,Italy,IT,aumento stipendio + aumento di stipendio,17.05
2011-10-01,Italy,IT,aumento stipendio + aumento di stipendio,17.26
2011-11-01,Italy,IT,aumento stipendio + aumento di stipendio,17.25
2011-12-01,Italy,IT,aumento stipendio + aumento di stipendio,17.15
2012-01-01,Italy,IT,aumento stipendio + aumento di stipendio,16.86
2012-02-01,Italy,IT,aumento stipendio + aumento di stipendio,16.11
2012-03-01,Italy,IT,aumento stipendio + aumento di stipendio,15.24
2012-04-01,Italy,IT,aumento stipendio + aumento di stipendio,14.7
2012-05-01,Italy,IT,aumento stipendio + aumento di stipendio,14.34
2012-06-01,Italy,IT,aumento stipendio + aumento di stipendio,13.76
2012-07-01,Italy,IT,aumento stipendio + aumento di stipendio,13
2012-08-01,Italy,IT,aumento stipendio + aumento di stipendio,12.23
2012-09-01,Italy,IT,aumento stipendio + aumento di stipendio,11.61
2012-10-01,Italy,IT,aumento stipendio + aumento di stipendio,11.5
2012-11-01,Italy,IT,aumento stipendio + aumento di stipendio,12.79
2012-12-01,Italy,IT,aumento stipendio + aumento di stipendio,15.26
2013-01-01,Italy,IT,aumento stipendio + aumento di stipendio,16.95
2013-02-01,Italy,IT,aumento stipendio + aumento di stipendio,17.44
2013-03-01,Italy,IT,aumento stipendio + aumento di stipendio,17.63
2013-04-01,Italy,IT,aumento stipendio + aumento di stipendio,17.95
2013-05-01,Italy,IT,aumento stipendio + aumento di stipendio,18.3
2013-06-01,Italy,IT,aumento stipendio + aumento di stipendio,18.49
2013-07-01,Italy,IT,aumento stipendio + aumento di stipendio,18.62
2013-08-01,Italy,IT,aumento stipendio + aumento di stipendio,18.79
2013-09-01,Italy,IT,aumento stipendio + aumento di stipendio,19.2
2013-10-01,Italy,IT,aumento stipendio + aumento di stipendio,19.56
2013-11-01,Italy,IT,aumento stipendio + aumento di stipendio,18.52
2013-12-01,Italy,IT,aumento stipendio + aumento di stipendio,16.17
2014-01-01,Italy,IT,aumento stipendio + aumento di stipendio,14.73
2014-02-01,Italy,IT,aumento stipendio + aumento di stipendio,15.28
2014-03-01,Italy,IT,aumento stipendio + aumento di stipendio,17.09
2014-04-01,Italy,IT,aumento stipendio + aumento di stipendio,18.55
2014-05-01,Italy,IT,aumento stipendio + aumento di stipendio,19.01
2014-06-01,Italy,IT,aumento stipendio + aumento di stipendio,19.08
2014-07-01,Italy,IT,aumento stipendio + aumento di stipendio,19.07
2014-08-01,Italy,IT,aumento stipendio + aumento di stipendio,19.01
2014-09-01,Italy,IT,aumento stipendio + aumento di stipendio,18.74
2014-10-01,Italy,IT,aumento stipendio + aumento di stipendio,18.27
2014-11-01,Italy,IT,aumento stipendio + aumento di stipendio,17.82
2014-12-01,Italy,IT,aumento stipendio + aumento di stipendio,17.62
2015-01-01,Italy,IT,aumento stipendio + aumento di stipendio,17.47
2015-02-01,Italy,IT,aumento stipendio + aumento di stipendio,16.46
2015-03-01,Italy,IT,aumento stipendio + aumento di stipendio,14.28
2015-04-01,Italy,IT,aumento stipendio + aumento di stipendio,12.27
2015-05-01,Italy,IT,aumento stipendio + aumento di stipendio,11.31
2015-06-01,Italy,IT,aumento stipendio + aumento di stipendio,11.07
2015-07-01,Italy,IT,aumento stipendio + aumento di stipendio,11.07
2015-08-01,Italy,IT,aumento stipendio + aumento di stipendio,11.18
2015-09-01,Italy,IT,aumento stipendio + aumento di stipendio,11.25
2015-10-01,Italy,IT,aumento stipendio + aumento di stipendio,11.15
2015-11-01,Italy,IT,aumento stipendio + aumento di stipendio,11.19
2015-12-01,Italy,IT,aumento stipendio + aumento di stipendio,11.15
2016-01-01,Italy,IT,aumento stipendio + aumento di stipendio,10.77
2016-02-01,Italy,IT,aumento stipendio + aumento di stipendio,10.64
2016-03-01,Italy,IT,aumento stipendio + aumento di stipendio,10.87
2016-04-01,Italy,IT,aumento stipendio + aumento di stipendio,11.2
2016-05-01,Italy,IT,aumento stipendio + aumento di stipendio,11.66
2016-06-01,Italy,IT,aumento stipendio + aumento di stipendio,12.1
2016-07-01,Italy,IT,aumento stipendio + aumento di stipendio,12.48
2016-08-01,Italy,IT,aumento stipendio + aumento di stipendio,12.91
2016-09-01,Italy,IT,aumento stipendio + aumento di stipendio,13.44
2016-10-01,Italy,IT,aumento stipendio + aumento di stipendio,14.17
2016-11-01,Italy,IT,aumento stipendio + aumento di stipendio,15.17
2016-12-01,Italy,IT,aumento stipendio + aumento di stipendio,16.31
2017-01-01,Italy,IT,aumento stipendio + aumento di stipendio,17.01
2017-02-01,Italy,IT,aumento stipendio + aumento di stipendio,17.38
2017-03-01,Italy,IT,aumento stipendio + aumento di stipendio,18.21
2017-04-01,Italy,IT,aumento stipendio + aumento di stipendio,19.11
2017-05-01,Italy,IT,aumento stipendio + aumento di stipendio,19.53
2017-06-01,Italy,IT,aumento stipendio + aumento di stipendio,20.07
2017-07-01,Italy,IT,aumento stipendio + aumento di stipendio,20.95
2017-08-01,Italy,IT,aumento stipendio + aumento di stipendio,21.77
2017-09-01,Italy,IT,aumento stipendio + aumento di stipendio,22.89
2017-10-01,Italy,IT,aumento stipendio + aumento di stipendio,24.81
2017-11-01,Italy,IT,aumento stipendio + aumento di stipendio,27.2
2017-12-01,Italy,IT,aumento stipendio + aumento di stipendio,30.2
2018-01-01,Italy,IT,aumento stipendio + aumento di stipendio,34.64
2018-02-01,Italy,IT,aumento stipendio + aumento di stipendio,39.25
2018-03-01,Italy,IT,aumento stipendio + aumento di stipendio,42.02
2018-04-01,Italy,IT,aumento stipendio + aumento di stipendio,43.91
2018-05-01,Italy,IT,aumento stipendio + aumento di stipendio,45.71
2018-06-01,Italy,IT,aumento stipendio + aumento di stipendio,46.44
2018-07-01,Italy,IT,aumento stipendio + aumento di stipendio,46.27
2018-08-01,Italy,IT,aumento stipendio + aumento di stipendio,46
2018-09-01,Italy,IT,aumento stipendio + aumento di stipendio,45.19
2018-10-01,Italy,IT,aumento stipendio + aumento di stipendio,43.16
2018-11-01,Italy,IT,aumento stipendio + aumento di stipendio,40.24
2018-12-01,Italy,IT,aumento stipendio + aumento di stipendio,36.3
2019-01-01,Italy,IT,aumento stipendio + aumento di stipendio,31.05
2019-02-01,Italy,IT,aumento stipendio + aumento di stipendio,26.44
2019-03-01,Italy,IT,aumento stipendio + aumento di stipendio,24.29
2019-04-01,Italy,IT,aumento stipendio + aumento di stipendio,23.55
2019-05-01,Italy,IT,aumento stipendio + aumento di stipendio,23.14
2019-06-01,Italy,IT,aumento stipendio + aumento di stipendio,23.2
2019-07-01,Italy,IT,aumento stipendio + aumento di stipendio,23.9
2019-08-01,Italy,IT,aumento stipendio + aumento di stipendio,24.97
2019-09-01,Italy,IT,aumento stipendio + aumento di stipendio,26.4
2019-10-01,Italy,IT,aumento stipendio + aumento di stipendio,28.28
2019-11-01,Italy,IT,aumento stipendio + aumento di stipendio,30.36
2019-12-01,Italy,IT,aumento stipendio + aumento di stipendio,33.82
2020-01-01,Italy,IT,aumento stipendio + aumento di stipendio,38.51
2020-02-01,Italy,IT,aumento stipendio + aumento di stipendio,41.46
2020-03-01,Italy,IT,aumento stipendio + aumento di stipendio,42.16
2020-04-01,Italy,IT,aumento stipendio + aumento di stipendio,41.96
2020-05-01,Italy,IT,aumento stipendio + aumento di stipendio,41.97
2020-06-01,Italy,IT,aumento stipendio + aumento di stipendio,43.21
2020-07-01,Italy,IT,aumento stipendio + aumento di stipendio,44.45
2020-08-01,Italy,IT,aumento stipendio + aumento di stipendio,44.96
2020-09-01,Italy,IT,aumento stipendio + aumento di stipendio,45.39
2020-10-01,Italy,IT,aumento stipendio + aumento di stipendio,45.62
2020-11-01,Italy,IT,aumento stipendio + aumento di stipendio,45.99
2020-12-01,Italy,IT,aumento stipendio + aumento di stipendio,45.56
2021-01-01,Italy,IT,aumento stipendio + aumento di stipendio,43.57
2021-02-01,Italy,IT,aumento stipendio + aumento di stipendio,42.98
2021-03-01,Italy,IT,aumento stipendio + aumento di stipendio,44.81
2021-04-01,Italy,IT,aumento stipendio + aumento di stipendio,46.84
2021-05-01,Italy,IT,aumento stipendio + aumento di stipendio,47.58
2021-06-01,Italy,IT,aumento stipendio + aumento di stipendio,46.79
2021-07-01,Italy,IT,aumento stipendio + aumento di stipendio,45.83
2021-08-01,Italy,IT,aumento stipendio + aumento di stipendio,45.96
2021-09-01,Italy,IT,aumento stipendio + aumento di stipendio,46.62
2021-10-01,Italy,IT,aumento stipendio + aumento di stipendio,47.62
2021-11-01,Italy,IT,aumento stipendio + aumento di stipendio,48.98
2021-12-01,Italy,IT,aumento stipendio + aumento di stipendio,50.83
2022-01-01,Italy,IT,aumento stipendio + aumento di stipendio,54.32
2022-02-01,Italy,IT,aumento stipendio + aumento di stipendio,58.5
2022-03-01,Italy,IT,aumento stipendio + aumento di stipendio,61.31
2022-04-01,Italy,IT,aumento stipendio + aumento di stipendio,63.98
2022-05-01,Italy,IT,aumento stipendio + aumento di stipendio,67.98
2022-06-01,Italy,IT,aumento stipendio + aumento di stipendio,72.31
2022-07-01,Italy,IT,aumento stipendio + aumento di stipendio,76.58
2022-08-01,Italy,IT,aumento stipendio + aumento di stipendio,80.73
2022-09-01,Italy,IT,aumento stipendio + aumento di stipendio,84.03
2022-10-01,Italy,IT,aumento stipendio + aumento di stipendio,87.69
2022-11-01,Italy,IT,aumento stipendio + aumento di stipendio,91.71
2022-12-01,Italy,IT,aumento stipendio + aumento di stipendio,93.79
2023-01-01,Italy,IT,aumento stipendio + aumento di stipendio,93.98
2023-02-01,Italy,IT,aumento stipendio + aumento di stipendio,93.19
2023-03-01,Italy,IT,aumento stipendio + aumento di stipendio,92.12
2023-04-01,Italy,IT,aumento stipendio + aumento di stipendio,91.79
2023-05-01,Italy,IT,aumento stipendio + aumento di stipendio,92.31
2023-06-01,Italy,IT,aumento stipendio + aumento di stipendio,94.79
2023-07-01,Italy,IT,aumento stipendio + aumento di stipendio,98.31
2023-08-01,Italy,IT,aumento stipendio + aumento di stipendio,99.44
2023-09-01,Italy,IT,aumento stipendio + aumento di stipendio,99.92
2023-10-01,Italy,IT,aumento stipendio + aumento di stipendio,100
2023-11-01,Italy,IT,aumento stipendio + aumento di stipendio,97.24
2023-12-01,Italy,IT,aumento stipendio + aumento di stipendio,94.86
2024-01-01,Italy,IT,aumento stipendio + aumento di stipendio,94.58
2024-02-01,Italy,IT,aumento stipendio + aumento di stipendio,94.52
2024-03-01,Italy,IT,aumento stipendio + aumento di stipendio,94.6
2024-04-01,Italy,IT,aumento stipendio + aumento di stipendio,93.89
2024-05-01,Italy,IT,aumento stipendio + aumento di stipendio,91.12
2024-06-01,Italy,IT,aumento stipendio + aumento di stipendio,85.79
2024-07-01,Italy,IT,aumento stipendio + aumento di stipendio,79.15
2024-08-01,Italy,IT,aumento stipendio + aumento di stipendio,75.12
2024-09-01,Italy,IT,aumento stipendio + aumento di stipendio,72.39
2024-10-01,Italy,IT,aumento stipendio + aumento di stipendio,68.41
2024-11-01,Italy,IT,aumento stipendio + aumento di stipendio,67.96
2024-12-01,Italy,IT,aumento stipendio + aumento di stipendio,72.17
2025-01-01,Italy,IT,aumento stipendio + aumento di stipendio,74.18
2025-02-01,Italy,IT,aumento stipendio + aumento di stipendio,73.45
2025-03-01,Italy,IT,aumento stipendio + aumento di stipendio,72.44
2025-04-01,Italy,IT,aumento stipendio + aumento di stipendio,71.31
2025-05-01,Italy,IT,aumento stipendio + aumento di stipendio,70.96
2025-06-01,Italy,IT,aumento stipendio + aumento di stipendio,70.89
2025-07-01,Italy,IT,aumento stipendio + aumento di stipendio,70.36
2025-08-01,Italy,IT,aumento stipendio + aumento di stipendio,69.59
2025-09-01,Italy,IT,aumento stipendio + aumento di stipendio,69.05
2025-10-01,Italy,IT,aumento stipendio + aumento di stipendio,71.28
2025-11-01,Italy,IT,aumento stipendio + aumento di stipendio,73.1
2025-12-01,Italy,IT,aumento stipendio + aumento di stipendio,69.14
2026-01-01,Italy,IT,aumento stipendio + aumento di stipendio,64.94
2026-02-01,Italy,IT,aumento stipendio + aumento di stipendio,64.09
2026-03-01,Italy,IT,aumento stipendio + aumento di stipendio,64.62
2026-04-01,Italy,IT,aumento stipendio + aumento di stipendio,65.48
2026-05-01,Italy,IT,aumento stipendio + aumento di stipendio,65.43
2026-06-01,Italy,IT,aumento stipendio + aumento di stipendio,65.75
2026-07-01,Italy,IT,aumento stipendio + aumento di stipendio,67.38
2026-08-01,Italy,IT,aumento stipendio + aumento di stipendio,68.43
2004-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2004-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2004-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2004-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2004-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2004-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2005-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2006-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2006-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0
2006-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2006-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2007-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.01
2008-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.02
2008-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.03
2008-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.06
2008-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.09
2008-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.13
2008-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.17
2008-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.23
2009-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.29
2009-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.29
2009-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.29
2009-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.29
2009-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.36
2009-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.45
2009-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.53
2009-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.63
2009-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.73
2009-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.84
2009-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,0.95
2009-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.07
2010-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.19
2010-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.19
2010-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.19
2010-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.19
2010-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.3
2010-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.4
2010-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.5
2010-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.58
2010-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.65
2010-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.71
2010-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.76
2010-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.79
2011-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.82
2011-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,3.58
2011-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,6.89
2011-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.66
2011-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.68
2011-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.72
2011-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.76
2011-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.7
2011-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.56
2011-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.53
2011-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.64
2011-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.77
2012-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.82
2012-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,7.06
2012-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,3.75
2012-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.98
2012-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.78
2012-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.81
2012-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.84
2012-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.7
2012-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.64
2012-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.62
2012-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.89
2012-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,2.06
2013-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.96
2013-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.96
2013-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.96
2013-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.96
2013-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.94
2013-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.92
2013-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,1.9
2013-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,2.12
2013-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,3.3
2013-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,4.29
2013-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,4.47
2013-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,4.57
2014-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,5.43
2014-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,7.39
2014-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.97
2014-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,11.45
2014-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,15.49
2014-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,17.74
2014-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,19.99
2014-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,24.36
2014-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,26.45
2014-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,26.27
2014-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,26.17
2014-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,27.2
2015-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,28.18
2015-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,26.89
2015-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,25.67
2015-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,23.68
2015-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,19.69
2015-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,17.7
2015-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,15.38
2015-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,10.8
2015-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,7.85
2015-10-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.94
2015-11-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,9.68
2015-12-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.23
2016-01-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,6.9
2016-02-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,7.74
2016-03-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.57
2016-04-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,8.9
2016-05-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,9.76
2016-06-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,10.13
2016-07-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,10.01
2016-08-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,10.01
2016-09-01,Italy,IT,chiedere aumento stipendio + trattativa stipendio,9.68
